url,name
https://yandex.ru/jobs/vacancies/yandex-research-ml-residency-1697,Вакансия «Yandex Research ML Residency» в Яндексе — работа в компании Яндекс для IT-специалистов

https://yandex.ru/jobs/vacancies/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%B8%D0%BD%D0%B3%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA-%D1%81%D1%82%D0%B0%D0%B6%D1%91%D1%80-18623,Вакансия «Маркетинговый аналитик (стажёр)» в Яндексе — работа в компании Яндекс для IT-специалистов

https://yandex.ru/jobs/vacancies/%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA-%D1%81%D1%82%D0%B0%D0%B6%D1%91%D1%80-%D0%B2-%D1%8F%D0%BD%D0%B4%D0%B5%D0%BA%D1%81-360-17877,Вакансия «Бизнес-аналитик (стажёр) в Яндекс 360» в Яндексе — работа в компании Яндекс для IT-специалистов

https://www.tinkoff.ru/career/it/biznes-analiz/business-analyst/,Бизнес-аналитик | Вакансии Тинькофф

https://www.tinkoff.ru/career/it/analitika/marketingovyj-analitik/,Маркетинговый аналитик | Вакансии Тинькофф

https://www.tinkoff.ru/career/it/product-analytics/junior-product-analyst/,Продуктовый аналитик | Вакансии Тинькофф

https://careers.kaspersky.ru/vacancy/22019,DevOps Engineer (Updates Support and Publication)

https://careers.kaspersky.ru/vacancy/19184,DevOps Engineer

https://www.gpbspace.ru/vacancies/1069/,Data Scientist

https://www.gpbspace.ru/vacancies/1066/,Data Engineer (Аналитик данных)

https://www.gpbspace.ru/vacancies/964/,DevOps-инженер

https://www.gpbspace.ru/vacancies/969/,Devops инженер

https://www.gpbspace.ru/vacancies/995/,Системный аналитик

https://job.megafon.ru/vacancy/moskva/biznes-napravlenia/starshij-analitik-otchetnost-2016,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/python-razrabotchik-2017,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/data-scientist-2010,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/data-scientist-sohranenie-nps-2001,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/inzhener-kachestva-dannyh-1999,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/data-engineer-1991,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/data-engineer-1991,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/data-scientist-senior-1990,Megafon Job

https://job.megafon.ru/vacancy/moskva/it-reshenia/data-scientist-1949,Megafon Job

https://job.megafon.ru/vacancy/moskva/biznes-napravlenia/starshij-menedzher-po-analitike-kanalov-prodazh-1864,Megafon Job

https://job.megafon.ru/vacancy/moskva/biznes-napravlenia/biznes-analitik-tehblok-i-it-1736,Megafon Job

https://job.megafon.ru/vacancy/moskva/biznes-napravlenia/biznes-analitik-kommercheskogo-bloka-1849,Megafon Job

https://job.megafon.ru/vacancy/moskva/biznes-napravlenia/produktovyj-analitik-1564,Megafon Job

https://job.megafon.ru/vacancy/moskva/biznes-napravlenia/analitik-dannyh-1004,Megafon Job

https://vk.com/wall-76601568_12228,Альфа-Банк запускает новый набор на программу.. | Центр карьеры Университета МИСИС

https://developers.sber.ru/kak-v-sbere/vacancies/data-scientist-bio,Вакансия Data Scientist в Биометрию в Москве | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/data-risk-modeling,Вакансия Data Scientist в Москве | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/system/analyst/sbi,Системный аналитик в СберИнвестор | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/risk-data-scientist,Data Scientist

https://developers.sber.ru/kak-v-sbere/vacancies/llm_finance,Data Scientist (LLM) в AI в Финансах| Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/analyst_pulse,Вакансия Системный аналитик в HR-платформа «Пульс»| Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/nlp-services,Вакансия NLP Engineer в Сервисы | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/risk-spark,"Data Engineer (Spark, Hadoop) в Модельном риске | Сбер"

https://developers.sber.ru/kak-v-sbere/vacancies/data-services,Вакансия Data Scientist в Сервисы | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/analyst-bb,Вакансия Системный аналитика в Брокерском бизнесе | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/system-analyst-dcb,Вакансия Системный аналитик в DCB | Сбер

https://developers.sber.ru/kak-v-sbere/vacancies/gigachat-ai-data,Data Scientist LLM в AI в в GigaChat AI | Сбер

